,distance_km,pickup_hour,fare_per_km,is_weekend,is_rush_hour,passenger_count,fare_amount,pickup_latitude,pickup_longitude
43582306,1.9257666204444035,15,4.154189773085725,0,0,1,8.0,40.750217,-73.99180799999999
16345634,2.3767080053768046,2,3.5763753817341164,0,0,2,8.5,40.742,-74.00343000000001
51931084,9.483593161292063,22,1.8242030953638058,0,0,1,17.3,40.702538,-74.012603
47934898,4.060349714564738,12,2.462842046370871,1,0,1,10.0,40.740357,-73.981995
11629020,0.6790461221756798,11,6.037881472415309,0,0,1,4.1,40.711595,-74.009452
26516790,1.9983311453356263,17,3.002505372547892,0,1,1,6.0,40.76680374145508,-73.96919250488281
52486962,1.1451711741385073,13,4.366159499047305,1,0,1,5.0,40.763267,-73.989205
20389978,0.8319181660464766,23,4.447552837538702,0,0,1,3.7,40.802337,-73.956972
3466879,1.7513488260190084,8,3.711425104714948,1,1,1,6.5,40.752487,-73.970326
45075557,2.8443865120166225,12,2.9883421131728127,0,0,1,8.5,40.77937698364258,-73.98114013671875
45403469,3.7476422027715532,15,2.6950278211005805,0,0,3,10.1,40.730767,-74.001538
40119493,1.0623189500890524,11,7.060026557345407,0,0,5,7.5,40.775607,-73.947455
55094137,0.8298265683930071,7,6.627890946720318,0,1,1,5.5,40.763457,-73.9623
26220229,0.956824111736764,19,6.270744984790565,0,1,6,6.0,40.716282,-74.007928
51234659,2.888473922502114,18,3.1158321804075118,1,1,2,9.0,40.784661,-73.95790699999999
8433733,6.793939269208226,9,2.1931311731811323,0,1,3,14.9,40.757224,-73.96331500000001
1501308,1.3437719135647423,22,4.539460855241416,0,0,1,6.1,40.759797,-73.976619
39230577,1.3720761625549462,3,4.44581734343462,1,0,1,6.1,40.717613,-73.992127
54830165,0.7630551407528761,17,5.897345761356158,0,1,1,4.5,40.76633,-73.981512
46699748,3.4210407719703766,22,3.2153957620518097,0,0,1,11.0,40.79014,-73.97502
42132647,2.1017132493859827,13,4.520121859047819,1,0,1,9.5,40.7652587890625,-73.96572875976562
52477683,2.02600475416907,21,3.7018669302560405,1,0,1,7.5,40.744752000000005,-73.998802
25510742,1.6205796864325892,14,3.0853157310681762,1,0,1,5.0,40.78326,-73.978171
38335757,1.7607931402658756,10,5.395295894079598,0,0,1,9.5,40.77751159667969,-73.96350860595702
51846681,2.208649536541504,8,7.108416134043805,0,1,4,15.7,40.769062,-73.987256
41781683,0.93531982030521,19,6.094172149735903,0,1,1,5.7,40.758433,-73.985642
22123829,3.0551154289374747,10,2.6512909866770773,1,0,6,8.1,40.770047,-73.962492
3141605,5.597500912834473,15,2.4475208156889012,0,0,1,13.7,40.746413,-73.981972
2183245,2.995152858413291,18,4.6742188668850195,1,1,2,14.0,40.754328,-73.984825
10877909,8.894398771027628,9,2.484709823443934,0,1,2,22.1,40.735954,-74.001565
285885,0.7955810921422244,10,5.153465863498741,0,0,1,4.1,40.774356,-73.98476099999999
18914472,2.8221365572080988,23,2.728429274739811,0,0,2,7.7,40.743311,-73.999871
50580867,0.9881684472553309,21,4.0478928578524505,1,0,2,4.0,40.724236,-73.992426
40210528,2.048896173935442,14,3.56289405625588,1,0,2,7.3,40.759182,-73.994435
15926333,0.8329838386757212,14,4.922064282205264,0,0,5,4.1,40.742882,-73.977227
19645302,1.1417715040456997,20,6.130823877804383,1,0,1,7.0,40.74101257324219,-73.99259185791014
46963572,1.7056120277307243,14,3.810948735304179,0,0,1,6.5,40.725289,-74.002912
36410612,2.90605845323487,18,3.2002109213074275,0,1,1,9.3,40.730578,-74.001903
114072,3.80196209603765,17,3.9190290759417525,1,1,5,14.9,40.78039,-73.957987
22321427,2.360771490925504,17,3.261645622881245,0,1,5,7.7,40.801132,-73.96736800000001
6535149,1.2235176923599642,11,3.6779198438236236,1,0,2,4.5,40.74585723876953,-74.00544738769531
37461066,0.6744836758052931,16,10.230047438526682,0,0,1,6.9,40.755905,-73.971238
34209703,3.327326443810246,21,4.207582344691156,0,0,1,14.0,40.72866439819336,-74.00545501708984
2678741,4.1884784841700995,10,3.366377564857841,0,0,5,14.1,40.766525,-73.982182
39171241,2.124873626664216,18,4.000237893367771,0,1,1,8.5,40.711602,-74.01024
23579495,2.9916902384229878,19,3.2423142862254246,0,1,5,9.7,40.758163,-73.97965
22129749,1.7775082451178448,17,3.6568044158743493,0,1,1,6.5,40.763127,-73.956473
1189947,1.4984904281672795,15,4.070763406517432,0,0,6,6.1,40.801405,-73.960022
8688507,2.788149410254635,13,3.622474449487121,0,0,1,10.1,40.741139,-73.987792
30740499,1.0098613304695485,17,5.248245318528727,0,1,1,5.3,40.735128,-73.99179000000001
13814423,0.80115463997456,17,5.117613748239905,1,1,1,4.1,40.762273,-73.986367
48556128,3.2642440352546784,12,4.595244668595892,0,0,6,15.0,40.69288,-73.993323
39984643,18.769871243614784,0,2.7703972672529433,1,0,5,52.0,40.644508361816406,-73.78250885009766
22487890,1.8544513266800935,6,4.3678687509695475,0,0,1,8.1,40.764579,-73.99344
47486015,3.403923062935687,15,3.2021875343443806,0,0,1,10.9,40.752487,-73.981535
40467934,1.8216839156942073,15,4.391541216935738,1,0,1,8.0,40.804082,-73.966755
33983774,0.6318379783413733,20,8.704763228126856,0,0,1,5.5,40.76258,-73.96777900000001
48190550,1.1884818744724577,13,7.993390731530384,0,0,1,9.5,40.75209,-73.989724
6866991,6.313902301679527,19,2.7399853804196685,0,1,1,17.3,40.769107,-73.955048
32156754,3.196920417786267,19,3.2844108166041894,0,1,1,10.5,40.777672,-73.9489
35143628,1.7179638979690168,15,3.085047366982321,0,0,1,5.3,40.763448,-73.981708
18801225,2.7790391553643587,21,4.0661535762055365,0,0,5,11.3,40.746687,-73.997695
54226180,0.9710873296556873,23,4.633980758039072,0,0,5,4.5,40.730767,-73.99053
47490051,3.8629839485766806,18,2.9769732810402134,1,1,2,11.5,40.799872,-73.967997
46034515,1.643794477315667,1,3.7109262040844433,0,0,1,6.1,40.753,-73.975175
12659078,0.8578727033163239,12,8.975690647614387,0,0,1,7.7,40.752402,-73.980473
43803342,1.2287446001311573,16,4.313345506815878,0,0,1,5.3,40.759113,-73.98608
37758022,9.21693664266192,17,2.7123979440505095,0,1,1,25.0,40.776443,-73.947249
16449754,4.045059148844182,22,2.4968732540996172,1,0,3,10.1,40.720492,-73.996913
1851358,2.0229138600269456,22,3.9546913776612507,0,0,1,8.0,40.720603,-73.988015
21520689,0.7996318860781095,19,6.252877213942905,1,1,1,5.0,40.7502,-73.99489
10608779,1.0233251212498047,20,4.788312041060368,0,0,2,4.9,40.716242,-74.009244
3025902,0.8669397143444758,7,5.190672344965314,0,1,1,4.5,40.742335,-73.996351
8488688,1.8256650753744852,19,3.998542831577476,0,1,1,7.3,40.731165,-73.978703
34648203,7.161011758623822,3,2.3600017106029414,0,0,3,16.9,40.72878,-73.98867
37027067,2.775042455862836,11,3.2431936242941752,0,0,4,9.0,40.758828,-73.988551
38630396,3.1945094016349507,20,4.069482466805888,0,0,1,13.0,40.737567,-73.98742
29001508,0.7983108616930255,23,5.6369018836303715,0,0,2,4.5,40.719122,-73.989692
32734048,1.042686901351317,19,7.192955037873822,0,1,2,7.5,40.750344,-73.973846
23683773,2.1001092166734296,6,3.0950771266534374,0,0,6,6.5,40.77490234375,-73.95902252197266
14055759,3.863080190678864,15,4.271203077744144,0,0,1,16.5,40.7221,-73.99968
24146140,2.9067728052508865,19,2.3737665315760563,0,1,1,6.9,40.770392,-73.98208699999999
9881465,4.424954987804419,0,2.282509093953842,0,0,1,10.1,40.745995,-73.98617800000001
1635662,4.354602188119216,0,2.893490485623907,1,0,1,12.6,40.7151,-74.008224
31681599,3.4130450082793478,21,3.51592199074154,0,0,1,12.0,40.68827,-73.93929
24863843,3.5884155076487714,6,2.703142927379585,0,0,5,9.7,40.725813,-73.9837
40765481,1.2897017762466296,1,4.109477165662584,0,0,2,5.3,40.725968,-74.005993
16297074,1.3641586105574324,23,3.2987366462915757,0,0,5,4.5,40.731068,-74.00861
21412191,1.3941999383968111,11,4.37526916477588,0,0,6,6.1,40.74462,-73.985398
20242270,2.533521867158123,17,3.512896460602971,0,1,2,8.9,40.72005,-74.00858000000001
4420787,1.7897101045973745,14,5.587497089228129,0,0,1,10.0,40.744025,-73.987595
14585071,3.87796062581895,10,2.9139027159703716,1,0,2,11.3,40.758986,-73.992141
46459257,1.2233274828455594,19,4.495934307963516,0,1,5,5.5,40.78630065917969,-73.97815704345702
47827377,4.472478305286428,18,3.0184607008698343,1,1,1,13.5,40.7502,-73.99165500000001
51416243,2.640170929432171,13,2.461961809949166,0,0,1,6.5,40.72876,-74.00704499999999
42512997,3.2167555925211597,22,2.39371620831319,1,0,1,7.7,40.734318,-73.99094699999999
20333931,1.1156531736717616,14,5.109114673371608,0,0,2,5.7,40.758977,-73.984319
51589182,1.3801172873620524,17,4.999575081903812,0,1,1,6.9,40.762084,-73.97082900000001
41318972,1.7306162042002686,18,3.5247560869909096,0,1,1,6.1,40.751423,-73.9978
6476423,1.8098179652918231,1,3.812538129428621,0,0,1,6.9,40.737713,-73.98410200000001
17174768,4.420942230029489,23,4.863216681267646,0,0,2,21.5,40.758387,-73.986498
32018072,1.2987989618527906,7,3.7727162893708717,0,1,1,4.9,40.742048,-73.991277
55228042,16.97963650578557,13,2.5324452608480965,0,0,1,43.0,40.644725,-73.781983
16302282,6.347911579875549,19,2.410241511319217,0,1,1,15.3,40.748996000000005,-73.98207
20141506,1.4705971823755537,22,6.051963179762956,0,0,2,8.9,40.773366,-73.964673
10182167,2.743766670682774,18,2.369006107353328,0,1,1,6.5,40.762367,-73.98982
20240769,2.9752400959704777,19,2.8569122913851532,0,1,1,8.5,40.778155,-73.956571
15153294,1.1300480815572445,6,3.982131445061035,0,0,1,4.5,40.732408,-74.00039100000001
16199254,4.685565625359326,15,3.308031780861321,0,0,1,15.5,40.779417,-73.975487
39915777,0.918698201521714,14,7.075228828393835,0,0,2,6.5,40.740109,-73.976175
54444196,1.2787824542528596,21,4.848361798662937,0,0,1,6.2,40.756291,-73.988699
10053073,6.856362072599018,23,3.840228932078433,1,0,1,26.33,40.77403,-73.874662
43283286,18.555753933813286,17,3.089607687431671,0,1,1,57.33,40.724117,-73.98498199999999
5106051,3.8064139057106057,19,3.546645303009877,0,1,1,13.5,40.746887,-73.981507
54161238,0.8553319584220691,11,5.261115237996808,1,0,1,4.5,40.747802734375,-73.98516845703125
54428647,0.9920889356970277,22,4.535883667363313,0,0,1,4.5,40.744007,-73.999413
44885590,3.082952274790664,10,4.18430090711538,0,0,1,12.9,40.720844,-74.010099
22613897,2.660598741021701,20,4.134407729508235,0,0,1,11.0,40.775152,-73.988982
31806060,9.087166065326036,18,3.136291314048684,1,1,3,28.5,40.788421630859375,-73.97089385986328
41570819,3.704711318356884,12,3.697993938722392,0,0,4,13.7,40.783072,-73.959355
15435200,6.341391496453594,8,3.2327289698900583,0,1,1,20.5,40.695487,-73.995768
8483370,1.4332016897334592,16,3.6980140603836933,0,0,1,5.3,40.705162,-74.007172
7132364,1.1670190801174942,14,9.682789418372087,0,0,1,11.3,40.7487,-73.9927
47330292,8.086358614952577,20,2.912312095144214,0,0,2,23.55,40.768856,-73.862665
21101043,2.719341680178948,22,3.677360617420443,0,0,1,10.0,40.72514343261719,-73.99501037597656
52491725,5.078188971415913,1,2.6978121682974967,0,0,1,13.7,40.742334,-74.004313
30382620,0.9968279545074435,21,4.5143196272254995,0,0,1,4.5,40.781677,-73.956305
38528115,0.2729532510948249,3,12.822708599224883,0,0,3,3.5,40.729369,-73.98402
10219278,2.08045325751833,19,3.3165849677539354,0,1,1,6.9,40.767567,-73.966669
1043111,1.3932585426624937,0,4.091128692530674,1,0,4,5.7,40.72586,-74.008512
2055653,11.495746291029986,10,2.6096609337497902,1,0,1,30.0,40.76622009277344,-73.9977264404297
12567651,9.904690020465065,12,3.4155536347023956,1,0,1,33.83,40.773721,-73.87084499999999
2784707,1.1297176032086877,9,9.29435813886347,1,1,1,10.5,40.761142,-73.990688
24498415,7.013136132357206,15,2.0105128053832324,0,0,5,14.1,40.773902,-73.95362
26332898,1.9572204930091042,8,5.977865060063816,0,1,1,11.7,40.751392,-73.993985
21050272,3.4350099495089768,13,4.366799578599241,0,0,1,15.0,40.771657,-73.983052
26986324,1.3718295893080357,14,3.571872219545584,0,0,2,4.9,40.752312,-73.987922
20556813,1.3362697744799785,9,4.490111289342718,0,1,1,6.0,40.73348236083984,-74.00740051269531
41677741,8.688073840438479,0,2.647307150285363,0,0,2,23.0,40.72472,-73.984542
2242344,0.9381940307815265,3,3.9437471126498824,1,0,1,3.7,40.682478,-73.99335699999999
42380819,6.381286157383446,9,2.711052219462544,0,1,1,17.3,40.70797,-74.006598
51351208,0.7944132364471909,11,5.16104190098367,0,0,2,4.1,40.732155,-74.000582
17087681,2.826413578216627,21,2.158212105621463,0,0,1,6.1,40.748463,-73.97284
12321441,5.025831402902669,16,2.9845808180785274,0,0,1,15.0,40.7327995300293,-73.99022674560547
42479823,2.9982802986051,22,3.5020074690431544,0,0,1,10.5,40.78361511230469,-73.97443389892578
35996182,3.8416485972104066,20,2.3427442079255516,1,0,5,9.0,40.781092,-73.979935
45262462,2.249263828185332,23,3.334424315199553,0,0,1,7.5,40.781035,-73.97981700000001
22276994,2.679514722932063,12,3.321496957576394,0,0,3,8.9,40.765324,-73.957938
24162199,1.6915082391438587,17,4.55215045473103,0,1,5,7.7,40.747822,-73.975515
30361224,20.68344821628712,23,2.5140875668425906,0,0,1,52.0,40.645167,-73.776737
40518753,2.77174352303119,16,3.788229290608085,0,0,1,10.5,40.764372,-73.955465
4112514,4.532058612762561,7,2.8684536346002205,0,1,1,13.0,40.7649,-73.988022
50619090,0.849713620535814,1,7.061202568715456,0,0,3,6.0,40.763642,-73.981755
7558060,2.4313951232166926,14,3.660449885342148,0,0,1,8.9,40.739507,-73.984935
46128936,3.1640787114034272,7,2.84442987071205,0,1,1,9.0,40.730507,-74.001707
49973708,2.9252144265387168,2,2.563914608090606,0,0,2,7.5,40.770915,-73.961807
43524110,1.923028340150481,21,3.3800853915087705,0,0,1,6.5,40.767712,-73.981477
19905469,2.0373582913325605,7,3.386738616057054,1,1,5,6.9,40.782885,-73.955407
52249655,2.9958959900670523,8,2.5701826850896996,0,1,3,7.7,40.76589,-73.984165
8303842,6.444187126565586,20,2.0018040672377286,0,0,1,12.9,40.773027,-73.98232800000001
9947737,3.4342364700674075,19,2.475077087464848,0,1,3,8.5,40.729913,-74.006747
45607550,4.377991631048057,21,2.3069939029513717,0,0,1,10.1,40.719782,-74.001535
4143408,1.4121452447181224,9,4.602925955606969,0,1,1,6.5,40.755921330547,-73.964743867296
52830620,9.916688690123681,13,2.3092385690000308,0,0,1,22.9,40.784667,-73.949614
388814,1.53146658619636,14,4.766672721296981,0,0,1,7.3,40.776023,-73.960398
5225571,0.5719053281693698,16,8.917559863141605,0,0,1,5.1,40.72818,-73.99918100000001
2057325,8.033459014175836,19,2.7385463672844805,1,1,1,22.0,40.737185,-73.992825
50894609,1.5772830622239056,16,3.106607886279586,0,0,6,4.9,40.760782,-73.960985
2049011,1.3118750994073276,10,4.649832901589357,0,0,1,6.1,40.766786,-73.968743
2585725,3.7681340518570483,12,2.653833399337718,1,0,1,10.0,40.810815000000005,-73.952563
9103184,3.3299305609229837,12,4.504598436984322,1,0,1,15.0,40.759657,-73.976315
9163107,5.474563691834322,19,3.0139388139023486,1,1,1,16.5,40.772878000000006,-73.98970200000001
32012199,1.2806587053231628,18,5.075513072282426,0,1,1,6.5,40.768355,-73.920622
20650968,18.78111497828292,12,4.871915224724612,0,0,1,91.5,40.758536,-73.970675
37568875,7.43695293226841,18,3.697750980872752,0,1,1,27.5,40.741642,-73.98490799999999
43418980,3.9450680629757326,20,2.408069987222027,0,0,1,9.5,40.76589,-73.96053
39034872,12.145400271507203,22,2.840581555878081,0,0,1,34.5,40.756839,-73.966842
45100049,0.6937662212556484,17,7.0628979184536895,0,1,1,4.9,40.777597,-73.959255
43714534,0.30664283229444855,9,15.97950280897112,0,1,1,4.9,40.789376,-73.97214699999999
6124827,20.356409682352798,16,2.8163119574912088,0,0,1,57.33,40.646395,-73.78973
22232332,4.3920321818360994,14,2.84606293453304,1,0,1,12.5,40.785708,-73.978753
35612849,5.450392605931898,23,2.4401911865073784,0,0,3,13.3,40.745302,-73.986825
51166275,1.1571563304361454,17,4.75303107742321,0,1,1,5.5,40.7659912109375,-73.98356628417969
16901695,0.670140139294735,1,5.968900779782653,0,0,2,4.0,40.78045,-73.981622
48913566,2.5685849280236264,21,3.309215088535245,0,0,3,8.5,40.758557,-73.97511999999999
20420363,1.1746883472399916,10,5.1077377366493835,0,0,1,6.0,40.720279,-73.987296
47105132,0.6276344358161429,18,5.576494532918328,0,1,1,3.5,40.759428,-73.96503
53383207,4.833402537916541,13,2.337897560022161,0,0,1,11.3,40.753555,-73.99799300000001
7238522,1.0595720642717184,12,4.246997586797469,0,0,4,4.5,40.792773,-73.967653
30638470,1.1451979783787487,19,6.112480228012511,0,1,2,7.0,40.75009,-73.992052
21424373,0.6011767342540015,13,6.154596126530611,0,0,1,3.7,40.750038,-73.991354
36630869,23.00445502471111,15,1.8648561747677714,0,0,2,42.9,40.644994,-73.78195799999999
31049884,6.840139099313592,7,2.2367966174160636,0,1,1,15.3,40.757455,-73.961143
15937413,1.5614804080503786,19,3.906549175097427,0,1,1,6.1,40.734978000000005,-73.994413
10879191,1.9180642146323856,22,7.038346212296858,0,0,1,13.5,40.772159576416016,-73.98253631591797
1632409,1.6584995234329432,13,5.125114526657067,1,0,2,8.5,40.751104,-73.993992
6934215,6.067496377225036,3,0.9394319577009603,1,0,1,5.7,40.75526,-73.967865
7059886,4.140990636858033,16,2.656369203564832,0,0,1,11.0,40.797122,-73.948962
1658355,1.2958897442667197,0,5.015858817277723,1,0,1,6.5,40.764127,-73.973927
49459274,0.9761592354407125,22,4.200134415722603,1,0,3,4.1,40.760011,-73.98485500000001
29774416,2.3831348563392623,21,2.8953460110096763,0,0,2,6.9,40.784568,-73.97740300000001
31608937,3.7035040898341025,21,3.105167355307319,0,0,3,11.5,40.750676,-73.982843
37739484,3.2987264557352614,17,2.69801092010106,0,1,1,8.9,40.772712,-73.955442
46507675,2.8917296943531507,6,3.4581378818108703,0,0,1,10.0,40.768653869628906,-73.9853973388672
49804376,20.04380975544023,7,2.473082742493396,1,1,1,49.57,40.738108,-73.985867
35859415,1.1590788798988165,18,8.36871430255616,0,1,2,9.7,40.742077,-73.989773
18989516,16.56328633572445,20,2.6262904062811026,0,0,1,43.5,40.761987,-73.997592
52555859,4.019357784922978,8,2.9855515836418514,0,1,1,12.0,40.770656,-73.950789
15884009,3.445850175460744,6,3.192245582334175,0,0,1,11.0,40.800387,-73.968198
22692408,3.384415519630213,12,3.57521111985743,1,0,3,12.1,40.763868,-73.955169
33241115,1.6801108863092487,23,3.630712740276362,1,0,1,6.1,40.773898,-73.874668
2359048,1.761718182678815,14,5.108649095234332,0,0,5,9.0,40.763387,-73.96934300000001
52953982,4.983816864980507,23,2.909416696645958,1,0,2,14.5,40.725755,-73.991954
5678613,1.4694386033422588,6,3.606819630262248,0,0,2,5.3,40.750238,-73.991227
21629981,6.025603092926086,19,2.671931714005693,0,1,1,16.1,40.754832,-73.9685
51556461,20.605644419690623,17,2.183867637597312,0,1,5,45.0,40.72196,-74.004243
50939293,1.3716734532287171,15,5.467773676268288,0,0,1,7.5,40.746366,-73.982254
42421276,2.1964658313877248,22,3.8698530514493408,0,0,5,8.5,40.746595,-74.001597
47335340,2.5332592709320645,12,6.513348313506473,0,0,2,16.5,40.756942,-73.990187
18406664,1.22450843206671,10,3.6749440691110284,0,0,2,4.5,40.771456,-73.94998299999999
44396403,3.544386190077092,20,2.9624311338860116,0,0,1,10.5,40.757237,-73.968427
46851736,3.886476541884288,12,2.830327130873881,0,0,1,11.0,40.752275,-73.977246
17982416,2.228979874003551,8,5.607946552495469,0,1,1,12.5,40.791666,-73.9419
37152628,4.121323644341552,20,3.8822478846007393,0,0,5,16.0,40.68806457519531,-73.9896011352539
50591996,3.5266280135406993,6,2.835569830899205,0,0,1,10.0,40.751947,-73.973972
31105403,5.5367662729709215,8,3.2690561796620488,0,1,1,18.1,40.751597,-73.976499
26544250,5.03953909273103,21,2.877247250827883,1,0,1,14.5,40.73132,-73.988502
5263203,0.9142536645041621,17,6.015835881809541,1,1,5,5.5,40.726747,-73.986642
29560820,1.4801219919631872,15,13.512399726912124,0,0,5,20.0,40.791435,-73.97409499999999
18267919,3.0781957166400185,1,3.573521963056647,1,0,1,11.0,40.7272,-73.991389
21968380,1.264077610909498,19,4.746544000318958,1,1,1,6.0,40.713792,-73.95621
45465347,1.9002998282467538,1,3.6836292336343095,1,0,1,7.0,40.756633,-73.96727
27303785,1.4964240727761433,10,8.35324706906792,0,0,3,12.5,40.748925,-73.992072
25549642,1.8588835654917124,0,3.227743851946358,0,0,1,6.0,40.77119,-73.983501
44580423,2.127493099855392,19,2.4911949187333424,0,1,2,5.3,40.753536,-73.972537
6708695,1.4894644694436432,20,5.438196188073944,0,0,1,8.1,40.762574,-74.00028
20874423,1.018745194865491,7,7.165677970106988,0,1,1,7.3,40.771727,-73.883853
18889662,3.4914512571036367,15,3.8093042178206233,0,0,1,13.3,40.759033,-73.98443499999999
17848124,0.6598738463268836,14,6.213308835957367,0,0,1,4.1,40.748563,-73.97908199999999
45859893,0.9032353956928136,19,6.642786618650819,0,1,2,6.0,40.80146789550781,-73.93460845947266
2561939,1.4974933209099142,20,3.5392478390351605,1,0,1,5.3,40.738522,-73.98975300000001
34905394,9.83262473890243,0,1.9221724109151468,0,0,1,18.9,40.773588,-73.959882
44682390,1.1312610212708278,8,6.18778501900153,0,1,2,7.0,40.758881,-73.987378
16042488,1.5160624477476732,13,4.815105084124464,0,0,1,7.3,40.722851,-73.99810699999999
24712058,0.9892927703887672,23,4.548704018358098,0,0,1,4.5,40.768432,-73.969167
32199170,4.639889465726345,22,3.6638803845597128,0,0,1,17.0,40.759427,-73.96974200000001
44440873,2.342246599296552,13,4.482875544852309,0,0,1,10.5,40.75850296020508,-73.97079467773438
2155427,1.9917573447143901,7,3.0626220689924026,0,1,1,6.1,40.772852,-73.958313
24607817,20.35815825608206,12,2.8160700628639868,0,0,1,57.33,40.644954,-73.78948299999999
29663839,3.7606755041612168,22,3.1909160965156143,0,0,1,12.0,40.756267,-73.97882
29129353,2.853939477543338,20,3.8543213990889407,1,0,1,11.0,40.753528,-73.9948
9526868,0.46977076236231813,13,7.876181951796984,0,0,1,3.7,40.757557,-73.996098
38162726,6.849370084184025,11,3.7229700960212972,0,0,1,25.5,40.70459,-74.01348
34112212,3.0307652109451753,7,3.860411211580205,0,1,1,11.7,40.762527,-73.982054
29077559,6.180427876432463,4,1.9577932534639493,1,0,1,12.1,40.719587,-73.994535
36572384,2.844450290633502,9,2.847650397221745,0,1,2,8.1,40.741966,-73.974779
49345869,10.080180351241463,11,3.700330619124902,0,0,2,37.3,40.77105,-73.865985
31368741,1.1733536485976084,11,4.857870435578086,0,0,5,5.7,40.745252,-73.984723
50998943,3.2506808637552553,14,4.152976119718044,0,0,1,13.5,40.750998,-73.991286
4054366,3.175013622919708,1,2.425186444686547,0,0,1,7.7,40.761868,-73.960348
18241774,1.203292408651703,17,4.1552659719698,0,1,6,5.0,40.718127,-73.957465
24856567,1.8003538927581162,22,4.443570806928473,0,0,1,8.0,40.788502,-73.967111
9739669,0.3703933989965076,14,11.069311740187514,0,0,1,4.1,40.75681,-73.975536
46241662,0.759335266284969,13,5.926236011684471,1,0,2,4.5,40.77687,-73.959655
50723799,11.213689595110804,20,2.6128777465692354,1,0,5,29.3,40.771440000000005,-73.866242
5742767,7.630184643039524,20,2.4901101203798985,0,0,1,19.0,40.730767,-73.995503
20674849,3.7657647458392844,7,2.2571776448307013,1,1,1,8.5,40.719382,-73.990142
39286018,0.9363633387045883,17,8.54369203632812,1,1,1,8.0,40.744786,-73.99506099999999
49014836,0.756594594280479,12,5.947703081700573,0,0,1,4.5,40.780559,-73.952591
37973209,1.77001514634566,12,4.802218793183178,0,0,1,8.5,40.741091,-74.00531
30641853,3.02907796343676,22,2.9381878272628392,1,0,1,8.9,40.763585,-73.98567800000001
14818555,2.6282755461684686,16,2.7774865579227517,1,0,4,7.3,40.813068,-73.956397
22389824,1.0621726039979558,5,3.4834263151519966,0,0,1,3.7,40.752512,-73.978205
6455259,1.8806824134832123,15,5.583079803757482,0,0,3,10.5,40.764032,-73.973668
25436304,2.2473543041976267,11,4.449676662608081,1,0,1,10.0,40.733678000000005,-73.980889
16201050,6.324665628500286,21,2.482344668033116,0,0,1,15.7,40.744302000000005,-73.98768000000001
15119236,2.455449945786214,16,4.927813747848842,0,0,1,12.1,40.800243,-73.96955799999999
36789128,2.159151911892451,18,3.566215029886949,0,1,2,7.7,40.765042,-73.963537
799969,7.131158024890938,20,2.6643638990583973,1,0,1,19.0,40.76866912841797,-73.96794891357422
24405671,1.8308535238863464,15,4.205688712691356,0,0,1,7.7,40.748704,-73.975978
13287261,1.1549496559633587,0,5.281615495968878,0,0,5,6.1,40.733613,-73.99965300000001
40987849,4.487936634363563,1,3.6765224966996164,1,0,1,16.5,40.738487,-73.99485200000001
26699993,20.055108930303618,16,2.471689392077989,0,0,1,49.57,40.732637,-73.984665
4467358,2.6007279607946794,7,3.268315690120368,0,1,1,8.5,40.7701301574707,-73.95738220214845
54697127,2.468760579469202,14,4.050615553068357,0,0,1,10.0,40.789327,-73.954709
21760991,2.5780953649685716,22,5.430365451268195,0,0,1,14.0,40.736988,-74.000869
49253412,2.28576955916195,8,3.4999153645799295,0,1,1,8.0,40.762640000000005,-73.97590799999999
3049295,5.4828459554690046,8,2.6446119620662705,0,1,1,14.5,40.774523,-73.982295
2387222,1.896487748792392,20,3.4273883414954525,0,0,2,6.5,40.78840255737305,-73.95297241210938
19372200,4.560551355195977,9,2.960168398195765,0,1,3,13.5,40.757885,-73.985697
53892920,0.7261681234087424,8,6.885457842089306,0,1,1,5.0,40.767897,-73.962142
26900813,3.380846000948035,21,2.7507907776314435,0,0,5,9.3,40.749245,-73.981955
49059150,0.6080864969150136,15,6.742461838571326,0,0,1,4.1,40.757713,-73.981875
54617932,1.737394512350003,13,3.511004528124777,1,0,1,6.1,40.70426,-74.00837800000001
28329639,5.793950667850969,15,3.192985418852699,0,0,5,18.5,40.790202,-73.965822
43307379,3.002609401859624,14,3.4969583434651783,0,0,1,10.5,40.786865,-73.956595
50428677,7.987819973990862,19,2.879383871305349,0,1,1,23.0,40.730392,-73.986453
15468116,3.214237617380201,7,2.768930321727129,0,1,1,8.9,40.724677,-73.993472
52413769,8.578078319302753,17,3.6196918288948217,0,1,1,31.05,40.757222,-73.97219
13550494,1.8103858328306544,8,5.799868629982912,0,1,1,10.5,40.757347,-73.969125
11381060,1.4502565165257493,21,3.9303391745171976,0,0,1,5.7,40.768017,-73.963998
22443408,6.906348158578339,22,2.041599942002122,0,0,1,14.1,40.719063,-74.005153
21062178,1.9659763238216417,14,3.8148984344942796,1,0,1,7.5,40.747127,-73.996865
28830047,5.472574620771104,8,2.7957590458299095,0,1,1,15.3,40.804775,-73.96640500000001
10772027,2.1034354799620294,14,4.611503462980049,0,0,1,9.7,40.732287,-74.00348000000001
36430733,1.4125137609828284,15,4.318541998313428,1,0,1,6.1,40.76896,-73.96965
41084718,2.1321396066624065,17,4.73702564711992,0,1,1,10.1,40.74114,-74.001453
18426250,1.3198684764022128,8,5.303558744793326,0,1,1,7.0,40.78280258178711,-73.9511489868164
41064402,5.336372151327069,16,2.192500760482081,0,0,1,11.7,40.73322,-73.980971
